date,Kt_mean,classification
2019-09-29,2.7361322555202374,Ensolarado
2019-09-30,2.2411776822046052,Ensolarado
2019-10-01,1.8971971781042913,Ensolarado
2019-10-02,1.6670168862025105,Ensolarado
2019-10-03,1.516783144046275,Ensolarado
2019-10-04,1.4681090330080624,Ensolarado
2019-10-05,1.3540074962928106,Ensolarado
2019-10-06,1.1220907771128072,Ensolarado
2019-10-07,1.0722910614337573,Ensolarado
2019-10-08,0.49504620603561716,Parcialmente Nublado
2019-10-09,0.5809197035703074,Parcialmente Ensolarado
2019-10-10,0.82100501075091,Ensolarado
2019-10-11,1.0696930807927907,Ensolarado
2019-10-12,1.0355942862557814,Ensolarado
2019-10-13,0.9504306482016767,Ensolarado
2019-10-14,0.9459666764770547,Ensolarado
2019-10-15,0.5404544385707062,Parcialmente Ensolarado
2019-10-16,0.9222082426420423,Ensolarado
2019-10-17,0.9228390243401468,Ensolarado
2019-10-18,0.747944978600351,Ensolarado
2019-10-19,0.8063416109138133,Ensolarado
2019-10-20,0.8536910809176252,Ensolarado
2019-10-21,0.39152105271502385,Parcialmente Nublado
2019-10-22,0.600913373199354,Parcialmente Ensolarado
2019-10-23,0.8410685999894442,Ensolarado
2019-10-24,0.8094484483534417,Ensolarado
2019-10-25,0.8762501849677775,Ensolarado
2019-10-26,0.8246684942743502,Ensolarado
2019-10-27,0.802884557883157,Ensolarado
2019-10-28,0.30158985036305747,Nublado
2019-10-29,0.7050149170024146,Ensolarado
2019-10-30,0.8093385241485737,Ensolarado
2019-10-31,0.7628059755356142,Ensolarado
2019-11-01,0.8119181259343824,Ensolarado
2019-11-02,11.921975509870022,Ensolarado
2019-11-03,5.987139746876864,Ensolarado
2019-11-04,4.112140615936877,Ensolarado
2019-11-05,3.26694012048618,Ensolarado
2019-11-06,1.8364513414585941,Ensolarado
2019-11-07,1.597516359211648,Ensolarado
2019-11-08,0.6921917960330404,Ensolarado
2019-11-09,0.6273804179879294,Parcialmente Ensolarado
2019-11-10,0.35038496714007383,Parcialmente Nublado
2019-11-11,1.3893224002210534,Ensolarado
2019-11-12,1.663391110840999,Ensolarado
2019-11-13,1.3492527675900374,Ensolarado
2019-11-14,0.872556251428241,Ensolarado
2019-11-15,0.6378825125996154,Parcialmente Ensolarado
2019-11-16,1.5670582403767626,Ensolarado
2019-11-17,1.3196456789266593,Ensolarado
2019-11-18,0.9487990070664923,Ensolarado
2019-11-19,0.2649099681644225,Nublado
2019-11-20,0.11821357939679222,Nublado
2019-11-21,1.3051276544438042,Ensolarado
2019-11-22,1.3374376116814828,Ensolarado
2019-11-23,1.3506305107228238,Ensolarado
2019-11-24,0.7233947910296851,Ensolarado
2019-11-25,1.2429552225465161,Ensolarado
2019-11-26,1.3358235446137459,Ensolarado
2019-11-27,0.4493008845905275,Parcialmente Nublado
2019-11-28,0.7481216558515641,Ensolarado
2019-11-29,1.2483532314704302,Ensolarado
2019-11-30,0.9210623259035166,Ensolarado
2019-12-01,0.37578330500736074,Parcialmente Nublado
2019-12-02,1.0058756722689213,Ensolarado
2019-12-03,0.963685025063603,Ensolarado
2019-12-04,1.0267833843923426,Ensolarado
2019-12-05,0.6950252814333353,Ensolarado
2019-12-06,0.634776967864178,Parcialmente Ensolarado
2019-12-07,1.4844062028261513,Ensolarado
2019-12-08,1.4615933746465442,Ensolarado
2019-12-09,0.9166412301556881,Ensolarado
2019-12-10,0.40495414692030196,Parcialmente Nublado
2019-12-11,0.2715533146167194,Nublado
2019-12-12,0.8263304062421953,Ensolarado
2019-12-13,1.5730864031289427,Ensolarado
2019-12-14,1.1430438045312856,Ensolarado
2019-12-15,1.2799376517781758,Ensolarado
2019-12-16,1.8448874415823493,Ensolarado
2019-12-17,1.1908073563951982,Ensolarado
2019-12-18,0.7714683344511774,Ensolarado
2019-12-19,1.3110774792807134,Ensolarado
2019-12-20,1.0052569545308314,Ensolarado
2019-12-21,2.198748170967608,Ensolarado
2019-12-22,1.8859635728406465,Ensolarado
2019-12-23,2.1508192317168113,Ensolarado
2019-12-24,6.857011365358439,Ensolarado
2019-12-25,15.665635372188891,Ensolarado
2019-12-26,0.8001357689448981,Ensolarado
2019-12-27,0.8231616577562514,Ensolarado
2019-12-28,0.8246432309932874,Ensolarado
2019-12-29,0.8466182086478444,Ensolarado
2019-12-30,0.8305706182016301,Ensolarado
2019-12-31,0.7595190741579405,Ensolarado
