,datetime_utc,tracker_theta
529,2019-01-12 00:30:00+00:00,0.0
530,2019-01-12 01:00:00+00:00,0.0
531,2019-01-12 01:30:00+00:00,0.0
532,2019-01-12 02:00:00+00:00,0.0
533,2019-01-12 02:30:00+00:00,0.0
534,2019-01-12 03:00:00+00:00,0.0
535,2019-01-12 03:30:00+00:00,0.0
536,2019-01-12 04:00:00+00:00,0.0
537,2019-01-12 04:30:00+00:00,0.0
538,2019-01-12 05:00:00+00:00,0.0
539,2019-01-12 05:30:00+00:00,0.0
540,2019-01-12 06:00:00+00:00,0.0
541,2019-01-12 06:30:00+00:00,0.0
542,2019-01-12 07:00:00+00:00,0.0
543,2019-01-12 07:30:00+00:00,0.0
544,2019-01-12 08:00:00+00:00,0.0
545,2019-01-12 08:30:00+00:00,0.0
546,2019-01-12 09:00:00+00:00,-11.138988397838133
547,2019-01-12 09:30:00+00:00,-25.700659435345933
548,2019-01-12 10:00:00+00:00,-50.10649928693722
549,2019-01-12 10:30:00+00:00,-55.0
550,2019-01-12 11:00:00+00:00,-55.0
551,2019-01-12 11:30:00+00:00,-51.151772305354235
552,2019-01-12 12:00:00+00:00,-44.50912663772149
